Field=#~Integer~#~50|Field=Fitted~String~Fitted~150|Field=Description~String~Description~150|Field=Designator~String~Designator~150|Field=PartNumber~String~PartNumber~150|Field=Quantity~Integer~Quantity~150|Field=Manufacturer~String~Manufacturer~150|Field=PackageReference~String~PackageReference~150|Field=Value~String~Value~150|ReportField=Currency~USD|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~TIDA-010056.PrjPcb|ReportField=ProjectFullPath~D:\projects\TIDA-010056\Altium_PCB_design\Final Database TIDA-010056_E2_20190527\TIDA-010056.PrjPcb|ReportField=Title~BOM (TI Designs format) For Variant [001] of Project [TIDA-010056.PrjPcb] (No PCB Document Selected)|ReportField=ReportTime~7:34:48 PM|ReportField=ReportDate~5/28/2019|ReportField=ReportDateTime~5/28/2019 7:34:48 PM|ReportField=OutputName~BOM (TI Designs format)|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~001|ReportField=TotalQuantity~116|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=TID~010056|ReportField=TechSupport~http://www.ti.com/support|ReportField=SCH_Rev~E2|ReportField=PRJ_Title~54V, 1.5kW, 3-Phase BLDC Drive Power stage|ReportField=PRJ_Number~TIDA-010056|ReportField=PRJ_Engineer~Manu Balakrishnan|ReportField=PRJ_Customer~Public Release|ReportField=PCB_Rev~E2|ReportField=PCB_Layout~Manu Balakrishnan|ReportField=EVM_orderable~N/A|ReportField=CopyrightYear~2019|ReportField=Address1~Not shown in title block|ReportField=Address2~Not shown in title block|ReportField=Address3~Not shown in title block|ReportField=Address4~Not shown in title block|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~Not shown in title block|ReportField=Author~Not shown in title block|ReportField=CheckedBy~Not shown in title block|ReportField=CompanyName~Not shown in title block|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~5/28/2019|ReportField=CurrentTime~7:30:19 PM|ReportField=Date~Not shown in title block|ReportField=DocumentFullPathAndName~D:\projects\TIDA-010056\Altium_PCB_design\Final Database TIDA-010056_E2_20190527\TIDA-010056_coversheet.SchDoc|ReportField=DocumentName~TIDA-010056_coversheet.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~Manu|ReportField=Engineer~Not shown in title block|ReportField=ImagePath~Not shown in title block|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~5/28/2019|ReportField=Organization~Not shown in title block|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.00:XCorrection=1.00:YCorrection=1.00:PrintKind=0:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=Letter:PrintScaleMode=1|ReportField=ProjectName~TIDA-010056.PrjPcb|ReportField=Revision~Use project parameter SCH_Rev|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~5|ReportField=Time~Not shown in title block|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~TIDA-010056.PrjPcb|ReportField=DataSourceFullPath~D:\projects\TIDA-010056\Altium_PCB_design\Final Database TIDA-010056_E2_20190527\TIDA-010056.PrjPcb|ReportField=PCBConfigurationName~Bare PCB|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
51|Fitted|RES, 191 k, 1%, 0.1 W, AEC-Q200 Grade 0, 0402|R47|ERJ-2RKF1913X|1|Panasonic|0402|191k
52|Fitted|RES, 3.30 k, 1%, 0.1 W, AEC-Q200 Grade 0, 0402|R49, R54, R55, R56|ERJ-2RKF3301X|4|Panasonic|0402|3.30k
53|Fitted|RES, 3.32, 1%, 0.063 W, AEC-Q200 Grade 0, 0402|R50|CRCW04023R32FKED|1|Vishay-Dale|0402|3.32
54|Fitted|RES, 47.0 k, 1%, 0.0625 W, 0402|R51|RC0402FR-0747KL|1|Yageo America|0402|47.0k
55|Fitted|RES, 1.00 k, 1%, 0.1 W, 0402|R59, R64, R65|ERJ-2RKF1001X|3|Panasonic|0402|1.00k
56|Fitted|RES, 10.0 k, 1%, 0.1 W, 0402|R60, R62, R66|ERJ-2RKF1002X|3|Panasonic|0402|10.0k
57|Fitted|RES, 1.00 M, 1%, 0.1 W, 0402|R63|ERJ-2RKF1004X|1|Panasonic|0402|1.00Meg
58|Fitted|Switch, Tactile, SPST, 12 V, SMD|S1|434121025816|1|Wurth Elektronik|SMD, 6x3.9mm|
59|Fitted|100-V Three-Phase Smart Gate Driver With Buck Regulator, RGZ0048L (VQFN-48)|U1|DRV8350RHRGZR|1|Texas Instruments|RGZ0048L|
60|Fitted|Mixed-Signal Microcontroller, PT0048A (LQFP-48)|U2|MSP430FR2355TPTR|1|Texas Instruments|PT0048A|
61|Fitted|150-mA, 30-V, Ultra-Low IQ, Wide Input Low-Dropout Regulator with Reverse Current Protection, DRV0006A (WSON-6)|U3|TPS70933DRVR|1|Texas Instruments|DRV0006A|
62|Fitted|TMP235A4DBZR, DBZ0003A (SOP-3)|U4|TMP235A4DBZR|1|Texas Instruments|DBZ0003A|
63|Fitted|Low- and High-Side Measurement, Multichannel, Voltage Output, Current-Sense Amplifier, DBV0005A (SOT-5)|U5|INA180A3IDBVR|1|Texas Instruments|DBV0005A|
64|Not Fitted|CAP CER 3900PF 100V X7R 1206|C13, C14, C15|12061C392KAZ2A|0|AVX Corporation|1206|3900pF
65|Not Fitted|CAP, CERM, 1000 pF, 50 V,+/- 10%, X7R, 0603|C20, C22, C46, C47, C48, C49|885012206083|0|Wurth Elektronik|0603|1000pF
66|Not Fitted|Header, 2.54 mm, 2x1, Gold, TH|J1|61300211121|0|Wurth Elektronik|Header, 2.54mm, 2x1, TH|
67|Not Fitted|RES, 1.50, 1%, 0.25 W, AEC-Q200 Grade 0, 1206|R1, R2, R3|CRCW12061R50FKEA|0|Vishay-Dale|1206|1.50
68|Not Fitted|RES, 75 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402|R5|CRCW040275K0JNED|0|Vishay-Dale|0402|75k
69|Not Fitted|RES, 10.0 k, 1%, 0.1 W, 0402|R7|ERJ-2RKF1002X|0|Panasonic|0402|10.0k
70|Not Fitted|RES, 18.0 k, 1%, 0.1 W, AEC-Q200 Grade 0, 0402|R8|ERJ-2RKF1802X|0|Panasonic|0402|18.0k
71|Not Fitted|RES, 100, 5%, 0.1 W, AEC-Q200 Grade 0, 0402|R9, R13, R17|ERJ-2GEJ101X|0|Panasonic|0402|100
72|Not Fitted|RES SMD 249K OHM 1% 1/16W 0402|R36, R37, R38, R40, R41, R42|RC0402FR-07249KL|0|Yageo|0402|249k
73|Not Fitted|RES SMD 23.2K OHM 1% 1/16W 0402|R44, R45, R46|RC0402FR-0723K2L|0|Yageo|0402|23.2k
